neighborhood,rent_min,rent_max,n_beds_min,n_beds_max,n_baths_min,n_baths_max,area_min,area_max,address_1,address_2
Westwood_Los-Angeles_CA,2250.0,2775.0,Studio,1,1.0,1.0,400.0,750.0,Levering Apartments,"628 Levering Ave, Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,5888.0,5888.0,2,2,2.0,2.0,1209.0,1209.0,10833 Wilshire Blvd Apt 526,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,5888.0,5888.0,2,2,2.0,2.0,1209.0,1209.0,10833 Wilshire Blvd Apt 526,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,2998.0,4298.0,1,2,1.0,2.0,800.0,1100.0,747 Gayley Ave,"747 Gayley Ave, Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,3599.0,3599.0,2,2,1.0,1.0,1010.0,1010.0,1440 Veteran Ave Apt 363,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,9500.0,9500.0,6,6,4.0,4.0,2918.0,2918.0,10719 Rochester Ave,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,1995.0,1995.0,Studio,Studio,1.0,1.0,,,1677 Westholme Ave Apt 101,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,2295.0,2295.0,1,1,1.0,1.0,646.0,646.0,11284 Montana Ave Apt 15,"Los Angeles, CA 90049"
Westwood_Los-Angeles_CA,6500.0,6500.0,4,4,3.0,3.0,2000.0,2000.0,1719 Kelton Ave,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,3249.0,3850.0,1,1,1.0,1.0,700.0,800.0,eight70,"870 Hilgard Ave, Westwood, CA 90024"
Westwood_Los-Angeles_CA,3790.0,3790.0,2,2,2.0,2.0,962.0,962.0,10982 Roebling Ave Apt 565,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,3395.0,3395.0,Studio,Studio,1.0,1.0,785.0,785.0,1122 Gayley Ave Apt 311,"Westwood, CA 90024"
Westwood_Los-Angeles_CA,3668.0,3668.0,1,1,1.0,1.0,744.0,744.0,10833 Wilshire Blvd Apt 214,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,5563.0,5563.0,2,2,2.0,2.0,1207.0,1207.0,10833 Wilshire Blvd Apt 407,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,3995.0,3995.0,1,1,1.0,1.0,934.0,934.0,10701 Wilshire Blvd Apt 1002,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,5538.0,5538.0,2,2,2.0,2.0,1537.0,1537.0,10701 Wilshire Blvd Apt 804,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,5250.0,5250.0,2,2,2.0,2.0,1439.0,1439.0,10820 Holman Ave Apt 101,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,3500.0,3500.0,2,2,1.0,1.0,1100.0,1100.0,1640 1/2 Greenfield Ave,"Los Angeles, CA 90025"
Westwood_Los-Angeles_CA,2350.0,2350.0,Studio,Studio,1.0,1.0,502.0,502.0,10982 Roebling Ave Apt 302,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,4827.0,4827.0,1,1,1.0,1.0,941.0,941.0,10833 Wilshire Blvd Apt 502,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,3995.0,3995.0,2,2,2.0,2.0,1409.0,1409.0,1617 S Beverly Glen Blvd Apt 104,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,5795.0,5795.0,3,3,3.0,3.0,1674.0,1674.0,1753 Midvale Ave,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,3898.0,3898.0,3,3,2.0,2.0,1200.0,1200.0,1620 South Bentley Ave,"1620 S Bentley Ave, Los Angeles, CA 90025"
Westwood_Los-Angeles_CA,22500.0,22500.0,5,5,5.0,5.0,6654.0,6654.0,453 S Bentley Ave,"Los Angeles, CA 90049"
Westwood_Los-Angeles_CA,3995.0,3995.0,2,2,2.0,2.0,1062.0,1062.0,10473 Santa Monica Blvd Apt 404,"Los Angeles, CA 90025"
Westwood_Los-Angeles_CA,85000.0,85000.0,5,5,8.0,8.0,8224.0,8224.0,100 S Mapleton Dr,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,1799.0,1799.0,1,1,1.0,1.0,300.0,300.0,245 S S Thurston Ave,"Los Angeles, CA 90049"
Westwood_Los-Angeles_CA,8395.0,8395.0,4,4,3.0,3.0,2500.0,2500.0,1676 Fairburn Ave,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,4999.0,4999.0,2,2,2.0,2.0,,,528 S Bentley Ave,"Los Angeles, CA 90049"
Westwood_Los-Angeles_CA,3800.0,3800.0,2,2,2.0,2.0,844.0,844.0,10960 Ashton Ave Apt 303,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,5995.0,5995.0,2,2,2.0,2.0,1355.0,1355.0,1122 Gayley Ave Apt 404,"Westwood, CA 90024"
Westwood_Los-Angeles_CA,3900.0,3900.0,3,3,2.0,2.0,1700.0,1700.0,1571 Manning Ave Apt 3,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,2850.0,2850.0,1,1,1.0,1.0,875.0,875.0,10966 Rochester Ave # 2,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,8795.0,8795.0,4,4,4.0,4.0,2604.0,2604.0,630 Kelton Ave Apt 302,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,4927.0,4927.0,1,1,1.0,1.0,941.0,941.0,10833 Wilshire Blvd Apt 618,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,75000.0,75000.0,5,5,6.0,6.0,6600.0,6600.0,10445 Wilshire Blvd Unit Pnthse,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,5695.0,5695.0,1,1,1.0,1.0,1150.0,1150.0,1122 Gayley Ave Apt 406,"Westwood, CA 90024"
Westwood_Los-Angeles_CA,8800.0,8800.0,2,2,2.0,2.0,1620.0,1620.0,10777 Wilshire Blvd Unit 304,"Westwood Century City, CA 90024"
Westwood_Los-Angeles_CA,5288.0,5288.0,2,2,2.0,2.0,1207.0,1207.0,10833 Wilshire Blvd Apt 112,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,3795.0,3795.0,2,2,3.0,3.0,1449.0,1449.0,1630 S Bentley Ave Unit 105,"Los Angeles, CA 90025"
Westwood_Los-Angeles_CA,10750.0,10750.0,5,5,4.0,4.0,3079.0,3079.0,10624 Lindbrook Dr,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,3700.0,3700.0,2,2,2.0,2.0,1017.0,1017.0,10747 Wilshire Blvd Apt 701,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,4000.0,4000.0,1,1,2.0,2.0,1006.0,1006.0,10747 Wilshire Blvd Apt 1008,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,4500.0,4500.0,2,2,2.0,2.0,1834.0,1834.0,1666 Greenfield Ave Apt 202,"Los Angeles, CA 90025"
Westwood_Los-Angeles_CA,9500.0,9500.0,2,2,3.0,3.0,1686.0,1686.0,10724 Wilshire Blvd Apt 903,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,5513.0,5513.0,2,2,2.0,2.0,1193.0,1193.0,10833 Wilshire Blvd Apt 306,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,4300.0,4300.0,2,2,2.0,2.0,1400.0,1400.0,10960 Wellworth Ave Apt 102,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,3195.0,3195.0,Studio,Studio,1.0,1.0,670.0,670.0,1122 Gayley Ave Apt 309,"Westwood, CA 90024"
Westwood_Los-Angeles_CA,14500.0,14500.0,3,3,3.0,3.0,2697.0,2697.0,10351 Wilshire Blvd Ph 1,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,5795.0,5795.0,1,1,1.0,1.0,,,10700 Wilshire Blvd Apt 210,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,6500.0,6500.0,2,2,2.0,2.0,1140.0,1140.0,10777 Wilshire Blvd Unit 310,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,5762.0,5762.0,2,2,2.0,2.0,1146.0,1146.0,10833 Wilshire Blvd Apt 608,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,5200.0,5200.0,1,1,1.0,1.0,1098.0,1098.0,10450 Wilshire Blvd Unit 9F,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,5200.0,5200.0,2,2,2.0,2.0,1724.0,1724.0,1509 Greenfield Ave Ph 3,"Los Angeles, CA 90025"
Westwood_Los-Angeles_CA,5863.0,5863.0,2,2,2.0,2.0,1146.0,1146.0,10833 Wilshire Blvd Apt 611,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,4195.0,4195.0,1,1,1.0,1.0,1130.0,1130.0,1122 Gayley Ave Apt 306,"Westwood, CA 90024"
Westwood_Los-Angeles_CA,5834.0,5834.0,2,2,2.0,2.0,1209.0,1209.0,10833 Wilshire Blvd Apt 626,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,5595.0,5595.0,1,1,1.0,1.0,,,10700 Wilshire Blvd Apt 705,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,2350.0,2350.0,Studio,Studio,1.0,1.0,405.0,405.0,1440 Veteran Ave Apt 546,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,5450.0,5450.0,2,2,2.0,2.0,1150.0,1150.0,1122 Gayley Ave Apt 403,"Westwood, CA 90024"
Westwood_Los-Angeles_CA,2200.0,2200.0,Studio,Studio,1.0,1.0,450.0,450.0,10660 Wilshire Blvd Apt 101,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,4595.0,4595.0,1,1,1.0,1.0,1095.0,1095.0,1122 Gayley Ave Apt 302,"Westwood, CA 90024"
Westwood_Los-Angeles_CA,7595.0,7595.0,2,2,2.0,2.0,2648.0,2648.0,10390 Wilshire Blvd Apt 1203,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,5375.0,5375.0,2,2,2.0,2.0,1510.0,1510.0,1122 Gayley Ave Apt 202,"Westwood, CA 90024"
Westwood_Los-Angeles_CA,5195.0,5195.0,2,2,2.0,2.0,1355.0,1355.0,1122 Gayley Ave Apt 304,"Westwood, CA 90024"
Westwood_Los-Angeles_CA,12281.0,12281.0,3,3,3.0,3.0,2891.0,2891.0,10700 Wilshire Blvd Apt 702,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,14500.0,14500.0,3,3,3.0,3.0,2682.0,2682.0,10351 Wilshire Blvd Ph 4,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,9000.0,9000.0,3,3,2.0,2.0,2469.0,2469.0,10701 Wilshire Blvd Ph B,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,5495.0,5495.0,2,2,2.0,2.0,1819.0,1819.0,10390 Wilshire Blvd Apt 907,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,5900.0,5900.0,2,2,2.0,2.0,1363.0,1363.0,10501 Wilshire Blvd Unit 1501,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,9500.0,9500.0,3,3,4.0,4.0,2365.0,2365.0,10660 Wilshire Blvd Apt 1205,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,5950.0,5950.0,2,2,2.0,2.0,1668.0,1668.0,10390 Wilshire Blvd Apt 708,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,4200.0,4200.0,2,2,3.0,3.0,1648.0,1648.0,10432 Eastborne Ave,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,6595.0,6595.0,2,2,2.0,2.0,1947.0,1947.0,10390 Wilshire Blvd Apt 1002,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,6743.0,6743.0,2,2,2.0,2.0,2366.0,2366.0,10390 Wilshire Blvd Apt 801,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,12200.0,12200.0,3,3,3.0,3.0,1791.0,1791.0,10390 Wilshire Blvd Apt 1807,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,38000.0,38000.0,5,5,6.0,6.0,5500.0,5500.0,1353 Woodruff Ave,"Los Angeles, CA 90024"
Westwood_Los-Angeles_CA,12500.0,12500.0,3,3,3.0,3.0,2765.0,2765.0,10351 Wilshire Blvd Unit 303,"Los Angeles, CA 90024"
Sawtelle_Los-Angeles_CA,1454.0,1516.0,1,4,1.0,3.0,,,1450 S Barrington Ave,"1450 S Barrington Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,1396.0,6100.0,1,4,1.0,3.0,,,1515 Colby Ave,"1515 Colby Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,1362.0,1716.0,1,4,1.0,3.0,1347.0,1347.0,The Beloit,"1539 Beloit Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2980.0,2980.0,3,3,2.0,2.0,1000.0,1000.0,1233 Barry Ave Apt 103,"Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2370.0,3083.0,1,2,1.0,2.0,664.0,1103.0,The Jeremy,"1920 Sawtelle Blvd, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2640.0,5868.0,Studio,4,1.0,3.0,1000.0,1000.0,Arrive West LA,"1759 Beloit Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2325.0,2325.0,1,1,1.0,1.0,700.0,700.0,1323 Federal Ave,"1323 Federal Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2295.0,3225.0,Studio,2,1.0,2.0,295.0,1075.0,SW,"1947 Sawtelle Blvd W, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2750.0,2750.0,1,2,1.0,1.0,600.0,1200.0,1442 Brockton Apartments,"1442 Brockton Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2754.0,7443.0,Studio,3,1.0,3.0,410.0,1473.0,Residences at West Edge,"12121 W Olympic Blvd, Los Angeles, CA 90064"
Sawtelle_Los-Angeles_CA,2325.0,2325.0,Studio,2,1.0,2.0,650.0,1000.0,1825 Butler Ave/1822 Colby Ave,"1825 Butler Ave/1822 Colby Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2650.0,3800.0,Studio,2,1.0,2.0,270.0,1027.0,West Park Village,"11400 Rochester Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,5695.0,5695.0,Studio,2,1.0,2.0,465.0,1245.0,Archer - 12431 Rochester,"12431 Rochester Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2800.0,2800.0,1,1,1.0,1.0,700.0,700.0,1525 Amherst Ave.,"1525 Amherst Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2895.0,2895.0,1,1,1.0,1.0,700.0,700.0,1801 Federal,"1801 Federal Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,4995.0,4995.0,3,3,2.0,2.0,1500.0,1500.0,1417 Butler Ave Ph 4,"Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,3250.0,3250.0,2,2,2.0,2.0,1050.0,1050.0,11871 Missouri Ave,"Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2567.0,3566.0,Studio,2,1.0,2.0,365.0,858.0,C On Pico,"12301 W Pico Blvd, Los Angeles, CA 90064"
Sawtelle_Los-Angeles_CA,2580.0,2580.0,2,2,1.0,1.0,960.0,960.0,1834 Sawtelle Blvd Apt 1,"Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2795.0,2795.0,2,2,2.0,2.0,1183.0,1183.0,CORINTH AVENUE APARTMENTS,"2437 Corinth Ave, Los Angeles, CA 90064"
Sawtelle_Los-Angeles_CA,4800.0,4800.0,2,2,2.0,2.0,2400.0,2400.0,11254 Mississippi Ave Unit 2,"Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,4495.0,4495.0,3,3,3.0,3.0,1325.0,1325.0,1561 S Barrington Ave Apt 101,"Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,1600.0,1600.0,1,1,1.0,1.0,140.0,140.0,2026 Federal Ave Unit 1,"Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,4895.0,4895.0,3,3,3.0,3.0,1548.0,1548.0,1439 Armacost Ave Apt 202,"Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2880.0,2880.0,2,2,1.0,1.0,900.0,900.0,1233 Barry Ave Apt 201,"Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,3500.0,3500.0,2,2,2.0,2.0,1380.0,1380.0,1424 Amherst Ave Apt 205,"Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,4495.0,4495.0,3,3,2.0,2.0,1800.0,1800.0,Westgate Avenue Apartments,"1709 S Westgate Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,4895.0,4895.0,4,4,2.0,2.0,1850.0,1850.0,1450 Butler Ave,"Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,3995.0,3995.0,2,2,1.0,1.0,1116.0,1116.0,2492 S Bundy Dr,"Los Angeles, CA 90064"
Sawtelle_Los-Angeles_CA,6750.0,6750.0,4,4,3.0,3.0,1910.0,1910.0,1903 S Westgate Ave,"Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,3900.0,3900.0,2,2,2.0,2.0,950.0,950.0,1730 Sawtelle Blvd,"Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2654.0,2654.0,2,2,1.0,1.0,900.0,900.0,1230-1234 McClellan Dr,"Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2395.0,2395.0,2,2,1.0,1.0,1025.0,1025.0,Pearl,"11306-08 Pearl St, Los Angeles, CA 90064"
Sawtelle_Los-Angeles_CA,2700.0,2700.0,2,2,1.0,1.0,937.0,937.0,WELLESLEY AVE,"1332 Wellesley Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,3350.0,3350.0,2,2,1.0,1.0,750.0,750.0,Bond Street,"11272 Nebraska Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,4795.0,4795.0,3,3,3.0,3.0,1439.0,1439.0,1233 S Westgate Ave Apt 211,"Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,3250.0,3250.0,2,2,1.0,1.0,800.0,800.0,1817-25 Corinth,"1817-25 Corinth Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,6800.0,6800.0,3,3,3.0,3.0,,,11829 Tennessee Ave,"Los Angeles, CA 90064"
Sawtelle_Los-Angeles_CA,3195.0,3195.0,2,2,1.0,1.0,,,1338 S Carmelina Ave Apt 5,"Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,6800.0,6800.0,3,3,3.0,3.0,,,11827 Tennessee Ave,"Los Angeles, CA 90064"
Sawtelle_Los-Angeles_CA,2750.0,2750.0,2,2,2.0,2.0,810.0,810.0,1818 Stoner Ave.,"1818 Stoner Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2250.0,2250.0,1,1,1.0,1.0,,,01226MC,"1226 McClellan Dr, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2795.0,2795.0,1,1,1.0,1.0,800.0,800.0,Ocean Park Apartments,"12219 Ocean Park Blvd, Los Angeles, CA 90064"
Sawtelle_Los-Angeles_CA,2700.0,2700.0,1,1,1.0,1.0,700.0,700.0,Maison De Sammy LLC,"1510 Barry Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2125.0,2125.0,1,1,1.0,1.0,,,b1511,"1511 1515 Beloit Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2395.0,2395.0,1,1,1.0,1.0,625.0,625.0,1755 Purdue Ave.,"1755 Purdue Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2350.0,2350.0,1,1,1.0,1.0,,,g1219,"1219 Granville Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2250.0,2250.0,1,1,1.0,1.0,,,01226MC,"1226 McClellan Dr, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,1995.0,1995.0,1,1,1.0,1.0,649.0,649.0,1447 Brockton Ave.,"1447 Brockton Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2449.0,2449.0,1,1,1.0,1.0,755.0,755.0,Casa Granville,"1255 Granville Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2395.0,2395.0,1,1,1.0,1.0,760.0,760.0,gra173,"1733 Granville Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2495.0,2495.0,1,1,1.0,1.0,670.0,670.0,1810 Purdue,"1810 Purdue Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2195.0,2195.0,1,1,1.0,1.0,600.0,600.0,BROC1437,"1437 Brockton Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,6195.0,6195.0,4,4,4.0,4.0,1700.0,1700.0,11821 Texas Ave Apt 2,"Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2195.0,2195.0,1,1,1.0,1.0,700.0,700.0,1218-1220 S Barrington Ave,"1218-1220 S Barrington Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2750.0,2750.0,1,1,1.0,1.0,850.0,850.0,1829 Corinth,"1829 Corinth Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2240.0,2240.0,1,1,1.0,1.0,725.0,725.0,1218 Armacost Avenue-RC,"1218 Armacost Ave # Rc, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,1895.0,1895.0,1,1,1.0,1.0,650.0,650.0,01427AM,"1427 Amherst Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2595.0,2595.0,1,1,1.0,1.0,1175.0,1175.0,Centinela,"1522 S Centinela Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2395.0,2395.0,1,1,1.0,1.0,,,"Purdue Village, LLC","1733 Purdue Avenue, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2995.0,2995.0,2,2,2.0,2.0,850.0,850.0,Sawtelle Avenue Apartments,"2477 Sawtelle Blvd, Los Angeles, CA 90064"
Sawtelle_Los-Angeles_CA,2350.0,2350.0,1,1,1.0,1.0,600.0,600.0,1447 S. Saltair Ave (UDA10),"1447 S Saltair Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,3295.0,3350.0,2,2,1.0,2.0,972.0,1200.0,"Corinth - Hurst Corinth, LLC","2475 Corinth Ave, West Los Angeles, CA 90064"
Sawtelle_Los-Angeles_CA,3395.0,3395.0,1,1,1.0,1.0,,,11263 Mississippi Ave,"11263 Mississippi Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,6250.0,6250.0,3,3,2.0,2.0,1570.0,1570.0,1460 Butler Ave,"Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,3150.0,3150.0,2,2,2.0,2.0,980.0,980.0,323,"11857 Texas Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,14500.0,14500.0,5,5,4.0,4.0,3616.0,3616.0,2827 S Barrington Ave,"Los Angeles, CA 90064"
Sawtelle_Los-Angeles_CA,3295.0,3295.0,2,2,2.0,2.0,1000.0,1000.0,1528-1530 S. Saltair Ave,"1530 S Saltair Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2395.0,2395.0,Studio,2,1.0,2.0,600.0,1000.0,1415 Bundy Drive,"1415 S Bundy Dr, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,3375.0,3375.0,2,2,2.0,2.0,1015.0,1015.0,Westbeach Place,"1550 Amherst Ave, West Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2795.0,3195.0,1,2,1.0,2.0,710.0,800.0,1300 Barrington,"1300 S Barrington Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,3500.0,3500.0,2,2,2.0,2.0,,,Brockton Apartments,"1446 Brockton Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,3095.0,3095.0,2,2,2.0,2.0,1100.0,1100.0,stoner1247,"1247 Stoner Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,3800.0,3800.0,2,2,2.0,2.0,910.0,910.0,Camden Town,"1750 Sawtelle Blvd, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,3095.0,3095.0,2,2,2.0,2.0,1100.0,1100.0,barrington1616,"1616 S Barrington Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,3200.0,3200.0,1,1,1.0,1.0,895.0,895.0,"11520 WYOMING, LLC","11520 Wyoming Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2300.0,2300.0,1,1,1.0,1.0,750.0,750.0,12010 Ocean Park Blvd Apt 5,"Los Angeles, CA 90064"
Sawtelle_Los-Angeles_CA,2966.0,2966.0,2,2,2.0,2.0,,,2463 Sawtelle Blvd Apt 101,"Los Angeles, CA 90064"
Sawtelle_Los-Angeles_CA,2495.0,3195.0,1,2,1.0,2.0,650.0,930.0,1560 S Saltair Ave,"Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,3150.0,3150.0,3,3,2.0,2.0,1200.0,1200.0,1233 Barry Ave Apt 206,"Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2600.0,4600.0,Studio,2,1.0,2.0,950.0,1100.0,Plymouth Holdings Butler LLC (21030),"1744 Butler Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,3945.0,4850.0,Studio,3,1.0,2.0,600.0,1145.0,1532 Brockton Avenue,"1532 Brockton Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2250.0,4200.0,Studio,2,1.0,2.0,500.0,1050.0,Hampstead Heath,"11650 W Pico Blvd, Los Angeles, CA 90064"
Sawtelle_Los-Angeles_CA,3100.0,3100.0,2,2,2.0,2.0,1200.0,1200.0,12010 Ocean Park Blvd Apt 3,"Los Angeles, CA 90064"
Sawtelle_Los-Angeles_CA,4650.0,4650.0,3,3,3.0,3.0,1650.0,1650.0,1661 S Bundy,"1661 S Bundy Dr, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,1950.0,1950.0,Studio,Studio,1.0,1.0,408.0,408.0,1235-1243 Federal Ave,"Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,1695.0,1695.0,Studio,Studio,1.0,1.0,400.0,400.0,11319 1/4 Iowa Ave,"Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,1695.0,1695.0,Studio,Studio,1.0,1.0,400.0,400.0,11319 1/2 Iowa Ave,"Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,3495.0,3495.0,2,2,2.0,2.0,,,1611 S Bundy Dr #8,"1611 S Bundy Dr, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,1595.0,1595.0,Studio,Studio,1.0,1.0,350.0,350.0,Texas / Westgate,"1260 S Westgate Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,1300.0,1300.0,Studio,Studio,1.0,1.0,220.0,220.0,BELOIT APARTMENTS,"1601-1609 Beloit Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,1650.0,1650.0,Studio,Studio,1.0,1.0,300.0,300.0,"Barry Investments, LLC","1432 Barry Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2295.0,2295.0,Studio,Studio,1.0,1.0,564.0,564.0,1540 Brockton,"1540 Brockton Ave, Los Angeles, CA 90025"
Sawtelle_Los-Angeles_CA,2664.0,4670.0,Studio,1,1.0,1.0,435.0,717.0,&Pico,"11916 W Pico Blvd, Los Angeles, CA 90064"
