company,ticker,link,type
Jones Lang Lasalle Inc.,JLL,https://www.wikipedia.org/wiki/Jones_Lang_LaSalle,public
"Journal Communications, Inc.",JRN,https://www.wikipedia.org/wiki/Journal_Communications,public
JPMorgan Chase & Co.,JPM,https://www.wikipedia.org/wiki/JPMorgan_Chase,public
Juniper Networks,JNPR,https://www.wikipedia.org/wiki/Juniper_Networks,public
Just Energy Group Inc.,JE,https://www.wikipedia.org/wiki/Just_Energy,
Kaman Corporation,KAMN,https://www.wikipedia.org/wiki/Kaman_Corporation,public
Kapstone,KS,https://www.wikipedia.org/wiki/Kapstone,
Kate Spade & Company,KATE,https://www.wikipedia.org/wiki/Kate_Spade_%26_Company,
KB Financial Group,KB,https://www.wikipedia.org/wiki/KB_Financial_Group,public
KB Home,KBH,https://www.wikipedia.org/wiki/KB_Home,public
KBR,KBR,https://www.wikipedia.org/wiki/KBR_(company),public
KCG Holdings,KCG,https://www.wikipedia.org/wiki/KCG_Holdings,
Kellanova,K,https://www.wikipedia.org/wiki/Kellanova,public
WK Kellogg Co,KLG,https://www.wikipedia.org/wiki/WK_Kellogg_Co,public
KEMET,KEM,https://www.wikipedia.org/wiki/KEMET,
Kemper Corporation,KMPA,https://www.wikipedia.org/wiki/Kemper_Corporation,public
Kennametal,KMT,https://www.wikipedia.org/wiki/Kennametal,
Key Energy Services,KEG,https://www.wikipedia.org/wiki/Key_Energy_Services,
KeyCorp,KEY,https://www.wikipedia.org/wiki/KeyBank,public
Kimberly-Clark,KMB,https://www.wikipedia.org/wiki/Kimberly-Clark,public
Kimco Realty,KIM,https://www.wikipedia.org/wiki/Kimco_Realty,public
Kinder Morgan,KMI,https://www.wikipedia.org/wiki/Kinder_Morgan,public
Kinder Morgan Energy Partners,KMP,https://www.wikipedia.org/wiki/Kinder_Morgan_Energy_Partners,
Kindred Healthcare,KND,https://www.wikipedia.org/wiki/Kindred_Healthcare,
King,KING,https://www.wikipedia.org/wiki/King_(company),
Kinross Gold,KGC,https://www.wikipedia.org/wiki/Kinross_Gold,public
KKR,KKR,https://www.wikipedia.org/wiki/Kohlberg_Kravis_Roberts,public
Knight Transportation,KNX,https://www.wikipedia.org/wiki/Knight_Transportation,public
Knoll,KNL,https://www.wikipedia.org/wiki/Knoll_(company),
Knutsen NYK Offshore Tankers,KNOP,https://www.wikipedia.org/wiki/Knutsen_NYK_Offshore_Tankers,
Kohl's,KSS,https://www.wikipedia.org/wiki/Kohl%27s,public
Konami,KNM,https://www.wikipedia.org/wiki/Konami,public
Koninklijke Philips,PHG,https://www.wikipedia.org/wiki/Philips,public
Koppers,KOP,https://www.wikipedia.org/wiki/Koppers,
Korea Electric Power Corporation,KEP,https://www.wikipedia.org/wiki/Korea_Electric_Power_Corporation,public
Korn Ferry,KFY,https://www.wikipedia.org/wiki/Korn_Ferry,public
Kosmos Energy,KOS,https://www.wikipedia.org/wiki/Kosmos_Energy,public
Krispy Kreme,KKD,https://www.wikipedia.org/wiki/Krispy_Kreme,public
Kroger,KR,https://www.wikipedia.org/wiki/Kroger,public
KT Corporation,KT,https://www.wikipedia.org/wiki/KT_Corporation,public
Kyocera,KYO,https://www.wikipedia.org/wiki/Kyocera,public
L-3 Communications,LLL,https://www.wikipedia.org/wiki/L-3_Communications,
L Brands,LB,https://www.wikipedia.org/wiki/L_Brands,public
La Quinta Inns & Suites,LQ,https://www.wikipedia.org/wiki/La_Quinta_Inns_%26_Suites,
La-Z-Boy,LZB,https://www.wikipedia.org/wiki/La-Z-Boy,
LabCorp,LH,https://www.wikipedia.org/wiki/LabCorp,public
Laclede Group,LG,https://www.wikipedia.org/wiki/Laclede_Group,public
Laredo Petroleum,LPI,https://www.wikipedia.org/wiki/Laredo_Petroleum,public
Las Vegas Sands,LVS,https://www.wikipedia.org/wiki/Las_Vegas_Sands,public
LATAM Airlines Group,LFL,https://www.wikipedia.org/wiki/LATAM_Airlines_Group,
Lazard,LAZ,https://www.wikipedia.org/wiki/Lazard,public
LeapFrog Enterprises,LF,https://www.wikipedia.org/wiki/LeapFrog_Enterprises,
Lear Corporation,LEA,https://www.wikipedia.org/wiki/Lear_Corporation,public
Lee Enterprises,LEE,https://www.wikipedia.org/wiki/Lee_Enterprises,public
Leggett & Platt,LEG,https://www.wikipedia.org/wiki/Leggett_%26_Platt,public
Leidos,LDOS,https://www.wikipedia.org/wiki/Leidos,public
Lennar,LEN & LEN.B,https://www.wikipedia.org/wiki/Lennar,public
Lennox International,LII,https://www.wikipedia.org/wiki/Lennox_International,
Leucadia National,LUK,https://www.wikipedia.org/wiki/Leucadia_National,public
Level 3 Communications,LVLT,https://www.wikipedia.org/wiki/Level_3_Communications,
Lexmark,LXK,https://www.wikipedia.org/wiki/Lexmark,
LG Display,LPL,https://www.wikipedia.org/wiki/LG_Display,public
Life Time Fitness,LTM,https://www.wikipedia.org/wiki/Life_Time_Fitness,public
LifeLock,LOCK,https://www.wikipedia.org/wiki/LifeLock,
LIN Media,LIN,https://www.wikipedia.org/wiki/LIN_Media,public
Lincoln National Corporation,LNC,https://www.wikipedia.org/wiki/Lincoln_National_Corporation,public
Lindsay Manufacturing,LNN,https://www.wikipedia.org/wiki/Lindsay_Manufacturing,
Lions Gate Entertainment,LGF,https://www.wikipedia.org/wiki/Lions_Gate_Entertainment,public
Lithia Motors,LAD,https://www.wikipedia.org/wiki/Lithia_Motors,public
Live Nation Entertainment,LYV,https://www.wikipedia.org/wiki/Live_Nation_Entertainment,public
Lloyds Banking Group,LYG,https://www.wikipedia.org/wiki/Lloyds_Banking_Group,
Lockheed Martin,LMT,https://www.wikipedia.org/wiki/Lockheed_Martin,public
Loews Corporation,L,https://www.wikipedia.org/wiki/Loews_Corporation,public
Lorillard Tobacco Company,LO,https://www.wikipedia.org/wiki/Lorillard_Tobacco_Company,
Louisiana-Pacific,LPX,https://www.wikipedia.org/wiki/Louisiana-Pacific,public
Lowe's,LOW,https://www.wikipedia.org/wiki/Lowe%27s,public
Luby's,LUB,https://www.wikipedia.org/wiki/Luby%27s,
Lumber Liquidators,LL,https://www.wikipedia.org/wiki/Lumber_Liquidators,public
Luxottica,LUX,https://www.wikipedia.org/wiki/Luxottica,public
LyondellBasell,LYB,https://www.wikipedia.org/wiki/LyondellBasell,public
M&T Bank Corporation,MTB,https://www.wikipedia.org/wiki/M%26T_Bank,public
Macerich Co.,MAC,https://www.wikipedia.org/wiki/Macerich,public
Macquarie Infrastructure Company LLC,MIC,https://www.wikipedia.org/wiki/Macquarie_Infrastructure_Company,
Macy's Inc.,M,"https://www.wikipedia.org/wiki/Macy%27s,_Inc.",public
Magellan Midstream Partners,MMP,https://www.wikipedia.org/wiki/Magellan_Midstream_Partners,
Magna International Inc.,MGA,https://www.wikipedia.org/wiki/Magna_International,public
"Maiden Holdings, Ltd.",MH.PRA,https://www.wikipedia.org/wiki/Maiden_Holdings,
"Maiden Holdings North America, Ltd.",MHNA,https://www.wikipedia.org/wiki/Maiden_Holdings,
Manchester United plc,MANU,https://www.wikipedia.org/wiki/Manchester_United_F.C.,
"Manitowoc Company, Inc.",MTW,https://www.wikipedia.org/wiki/The_Manitowoc_Company,public
ManpowerGroup,MAN,https://www.wikipedia.org/wiki/Manpower_Inc.,public
Manulife Financial Corporation,MFC,https://www.wikipedia.org/wiki/Manulife_Financial,public
Marathon Oil Corporation,MRO,https://www.wikipedia.org/wiki/Marathon_Oil,public
Marathon Petroleum Corporation,MPC,https://www.wikipedia.org/wiki/Marathon_Petroleum,public
Marcus Corporation,MCS,https://www.wikipedia.org/wiki/Marcus_Corporation,public
"Marcus & Millichap, Inc.",MMI,https://www.wikipedia.org/wiki/Marcus_%26_Millichap,public
Marin Software Incorporated,MRIN,https://www.wikipedia.org/wiki/Marin_Software,
Marine Harvest ASA,MHG,https://www.wikipedia.org/wiki/Marine_Harvest,
Markel Corporation,MKL,https://www.wikipedia.org/wiki/Markel_Corporation,public
"MarkWest Energy Partners, L.P.",MWE,https://www.wikipedia.org/wiki/MarkWest_Energy,
Marriott Vacations Worldwide Corporation,VAC,https://www.wikipedia.org/wiki/Marriott_Vacations_Worldwide_Corporation,public
Marsh & McLennan Companies Inc.,MMC,https://www.wikipedia.org/wiki/Marsh_%26_McLennan_Companies,public
"Martha Stewart Living Omnimedia, Inc.",MSO,https://www.wikipedia.org/wiki/Martha_Stewart_Living_Omnimedia,
Martin Marietta Materials Inc.,MLM,https://www.wikipedia.org/wiki/Martin_Marietta_Materials,public
Masco Corporation,MAS,https://www.wikipedia.org/wiki/Masco,public
Masonite International Corporation,DOOR,https://www.wikipedia.org/wiki/Masonite_International,
"MasTec, Inc.",MTZ,https://www.wikipedia.org/wiki/MasTec,public
MasterCard Incorporated,MA,https://www.wikipedia.org/wiki/MasterCard,public
"Matson, Inc.",MATX,"https://www.wikipedia.org/wiki/Matson,_Inc.",public
"Maui Land & Pineapple Company, Inc.",MLP,https://www.wikipedia.org/wiki/Maui_Land_%26_Pineapple_Company,
"MAXIMUS, Inc.",MMS,https://www.wikipedia.org/wiki/Maximus_Inc.,public
"MaxLinear, Inc.",MXL,https://www.wikipedia.org/wiki/MaxLinear,public
MBIA Inc.,MBI,https://www.wikipedia.org/wiki/MBIA,public
The McClatchy Company,MNI,https://www.wikipedia.org/wiki/The_McClatchy_Company,
"McCormick & Company, Inc.",MKC,https://www.wikipedia.org/wiki/McCormick_%26_Company,public
"McDermott International, Inc.",MDR,https://www.wikipedia.org/wiki/McDermott_International,
McDonald's Corporation,MCD,https://www.wikipedia.org/wiki/McDonald%27s,public
McEwen Mining Inc.,MUX,https://www.wikipedia.org/w/index.php?title=McEwen_Mining&action=edit&redlink=1,
"McGraw Hill Financial, Inc.",MHFI,https://www.wikipedia.org/wiki/McGraw_Hill_Financial,public
McKesson Corporation,MCK,https://www.wikipedia.org/wiki/McKesson_Corporation,public
"M.D.C. Holdings, Inc.",MDC,https://www.wikipedia.org/wiki/MDC_Holdings,public
"MDU Resources Group, Inc.",MDU,https://www.wikipedia.org/wiki/MDU_Resources,public
Mead Johnson Nutrition Company,MJN,https://www.wikipedia.org/wiki/Mead_Johnson,
MeadWestvaco Corporation,MWV,https://www.wikipedia.org/wiki/MeadWestvaco,public
Mechel OAO,MTL,https://www.wikipedia.org/wiki/Mechel,public
Media General,MEG,https://www.wikipedia.org/wiki/Media_General,public
"Medifast, Inc.",MED,https://www.wikipedia.org/wiki/Medifast,public
"Mednax, Inc.",MD,https://www.wikipedia.org/wiki/Mednax,public
Medtronic Inc.,MDT,https://www.wikipedia.org/wiki/Medtronic,
Men's Wearhouse Inc.,MW,https://www.wikipedia.org/wiki/Men%27s_Wearhouse,
Merck & Co Inc.,MRK,https://www.wikipedia.org/wiki/Merck_%26_Co.,public
Mercury General Corporation,MCY,https://www.wikipedia.org/wiki/Mercury_Insurance_Group,public
Meredith Corporation,MDP,https://www.wikipedia.org/wiki/Meredith_Corporation,public
Meritage Homes Corporation,MTH,https://www.wikipedia.org/wiki/Meritage_Homes_Corporation,
"Meritor, Inc.",MTOR,https://www.wikipedia.org/wiki/Meritor,
"MetLife, Inc.",MET,https://www.wikipedia.org/wiki/MetLife,
Mettler Toledo International Inc.,MTD,https://www.wikipedia.org/wiki/Mettler_Toledo,public
MGIC Investment Corporation,MTG,https://www.wikipedia.org/wiki/Mortgage_Guaranty_Insurance_Corporation,public
MGM Resorts International,MGM,https://www.wikipedia.org/wiki/MGM_Resorts_International,public
Michael Kors Holdings Limited,KORS,https://www.wikipedia.org/wiki/Michael_Kors,
"Midcoast Energy Partners, L.P.",MEP,"https://www.wikipedia.org/wiki/Midcoast_Energy_Partners,_L.P.",public
"Millennial Media, Inc.",MM,https://www.wikipedia.org/wiki/Millennial_Media,
Mindray Medical International Limited,MR,https://www.wikipedia.org/wiki/Mindray_Medical_International_Limited,public
Mississippi Power Company,MP.PRD,https://www.wikipedia.org/wiki/Mississippi_Power,
"Mizuho Financial Group, Inc.",MFG,https://www.wikipedia.org/wiki/Mizuho_Financial_Group,public
Mobile TeleSystems,MBT,https://www.wikipedia.org/wiki/MTS_(network_provider),public
"Model N, Inc.",MODN,"https://www.wikipedia.org/wiki/Model_N,_Inc.",public
Moelis & Company,MC,https://www.wikipedia.org/wiki/Moelis_%26_Company,public
Mohawk Industries Inc.,MHK,https://www.wikipedia.org/wiki/Mohawk_Industries,public
"Molina Healthcare, Inc.",MOH,https://www.wikipedia.org/wiki/Molina_Healthcare,public
Molson Coors Brewing Company,TAP,https://www.wikipedia.org/wiki/Molson_Coors_Brewing_Company,public
"Molycorp, Inc.",MCP,https://www.wikipedia.org/wiki/Molycorp,public
Monsanto Company,MON,https://www.wikipedia.org/wiki/Monsanto,
"Monster Worldwide, Inc.",MWW,https://www.wikipedia.org/wiki/Monster.com,
Moody's Corporation,MCO,https://www.wikipedia.org/wiki/Moody%27s_Corporation,public
Moog Inc.,MOG.A,https://www.wikipedia.org/wiki/Moog_Inc.,public
Morgan Stanley,MS,https://www.wikipedia.org/wiki/Morgan_Stanley,public
The Mosaic Company,MOS,https://www.wikipedia.org/wiki/The_Mosaic_Company,public
"Motorola Solutions, Inc.",MSI,https://www.wikipedia.org/wiki/Motorola_Solutions,public
"Movado Group, Inc.",MOV,https://www.wikipedia.org/wiki/Movado,public
MSA Safety Incorporated,MSA,https://www.wikipedia.org/wiki/Mine_Safety_Appliances,
Msc Industries Direct Co Inc.,MSM,https://www.wikipedia.org/wiki/MSC_Industrial_Direct,
"MSCI, Inc.",MSCI,https://www.wikipedia.org/wiki/MSCI,public
"Mueller Industries, Inc.",MLI,https://www.wikipedia.org/wiki/Mueller_Industries,
"Mueller Water Products, Inc.",MWA,https://www.wikipedia.org/wiki/Mueller_Water_Products,
Murphy Oil Corporation,MUR,https://www.wikipedia.org/wiki/Murphy_Oil,public
Nabors Industries,NBR,https://www.wikipedia.org/wiki/Nabors_Industries,public
NACCO Industries,NC,https://www.wikipedia.org/wiki/NACCO_Industries,
National Bank of Greece,NBG,https://www.wikipedia.org/wiki/National_Bank_of_Greece,public
National Fuel Gas,NFG,https://www.wikipedia.org/wiki/National_Fuel_Gas,
National Grid plc,NGG,https://www.wikipedia.org/wiki/National_Grid_plc,
National Oilwell Varco,NOV,https://www.wikipedia.org/wiki/National_Oilwell_Varco,public
National Presto Industries,NPK,https://www.wikipedia.org/wiki/National_Presto_Industries,
National Retail Properties,NNN,https://www.wikipedia.org/wiki/National_Retail_Properties,public
Nationstar Mortgage,NSM,https://www.wikipedia.org/wiki/Nationstar_Mortgage,public
Vitamin Cottage Natural Grocers,NGVC,https://www.wikipedia.org/wiki/Vitamin_Cottage_Natural_Grocers,public
Natuzzi,NTZ,https://www.wikipedia.org/wiki/Natuzzi,
"Nautilus, Inc.",NLS,"https://www.wikipedia.org/wiki/Nautilus,_Inc.",public
Navigant Consulting,NCI,https://www.wikipedia.org/wiki/Navigant_Consulting,
Navios Maritime Holdings,NM,https://www.wikipedia.org/wiki/Navios_Maritime_Holdings,public
Navistar International,NAV,https://www.wikipedia.org/wiki/Navistar_International,
NCI Building Systems,NCS,https://www.wikipedia.org/wiki/NCI_Building_Systems,
NCR Corporation,NCR,https://www.wikipedia.org/wiki/NCR_Corporation,public
Nelnet,NNI,https://www.wikipedia.org/wiki/Nelnet,public
NeoPhotonics Corporation,NPTN,https://www.wikipedia.org/wiki/NeoPhotonics_Corporation,
NetSuite Inc.,N,https://www.wikipedia.org/wiki/NetSuite,
Neustar,NSR,https://www.wikipedia.org/wiki/Neustar,
New Jersey Resources,NJR,https://www.wikipedia.org/wiki/New_Jersey_Resources,public
New Oriental,EDU,https://www.wikipedia.org/wiki/New_Oriental,public
New York & Company,NWY,https://www.wikipedia.org/wiki/New_York_%26_Company,
New York Community Bank,NYCB,https://www.wikipedia.org/wiki/New_York_Community_Bank,public
The New York Times Company,NYT,https://www.wikipedia.org/wiki/The_New_York_Times_Company,public
Newell Rubbermaid,NWL,https://www.wikipedia.org/wiki/Newell_Rubbermaid,public
Ethyl Corporation,NEU,https://www.wikipedia.org/wiki/Ethyl_Corporation,
Newmont Corporation,NEM,https://www.wikipedia.org/wiki/Newmont_Corporation,public
NextEra Energy,NEE,https://www.wikipedia.org/wiki/NextEra_Energy,public
NextEra Energy Partners,NEP,https://www.wikipedia.org/wiki/NextEra_Energy_Partners,
Nidec,NJ,https://www.wikipedia.org/wiki/Nidec,public
Nielsen N.V.,NLSN,https://www.wikipedia.org/wiki/Nielsen_N.V.,
"Nike, Inc.",NKE,"https://www.wikipedia.org/wiki/Nike,_Inc.",public
Nimble Storage,NMBL,https://www.wikipedia.org/wiki/Nimble_Storage,
Nippon Telegraph and Telephone,NTT,https://www.wikipedia.org/wiki/Nippon_Telegraph_and_Telephone,public
Niska Gas Storage Partners,NKA,https://www.wikipedia.org/wiki/Niska_Gas_Storage_Partners,public
NiSource,NI,https://www.wikipedia.org/wiki/NiSource,public
NL Industries,NL,https://www.wikipedia.org/wiki/NL_Industries,
Noah Holdings,NOAH,https://www.wikipedia.org/wiki/Noah_Holdings,public
Nokia,NOK,https://www.wikipedia.org/wiki/Nokia,public
Nomura Holdings,NMR,https://www.wikipedia.org/wiki/Nomura_Holdings,public
Nord Anglia Education,NORD,https://www.wikipedia.org/wiki/Nord_Anglia_Education,
Nordion,NDZ,https://www.wikipedia.org/wiki/Nordion,
Nordstrom,JWN,https://www.wikipedia.org/wiki/Nordstrom,public
Norfolk Southern Railway,NSC,https://www.wikipedia.org/wiki/Norfolk_Southern_Railway,public
Northeast Utilities,NU,https://www.wikipedia.org/wiki/Northeast_Utilities,public
Northrop Grumman,NOC,https://www.wikipedia.org/wiki/Northrop_Grumman,public
NW Natural,NWN,https://www.wikipedia.org/wiki/NW_Natural,public
NorthWestern Corporation,NWE,https://www.wikipedia.org/wiki/NorthWestern_Corporation,public
Novartis,NVS,https://www.wikipedia.org/wiki/Novartis,public
Novo Nordisk,NVO,https://www.wikipedia.org/wiki/Novo_Nordisk,public
NQ Mobile Inc.,NQ,https://www.wikipedia.org/wiki/NQ_Mobile_Inc.,public
NRG Energy,NRG,https://www.wikipedia.org/wiki/NRG_Energy,public
NTT DoCoMo,DCM,https://www.wikipedia.org/wiki/NTT_DoCoMo,
Nu Skin Enterprises,NUS,https://www.wikipedia.org/wiki/Nu_Skin_Enterprises,public
Nucor,NUE,https://www.wikipedia.org/wiki/Nucor,public
NuStar Energy,NS,https://www.wikipedia.org/wiki/NuStar_Energy,public
Nvidia,NVDA,https://www.wikipedia.org/wiki/Nvidia,public
"NVR, Inc.",NVR,"https://www.wikipedia.org/wiki/NVR,_Inc.",public
"Oaktree Capital Group, LLC",OAK,https://www.wikipedia.org/wiki/Oaktree_Capital_Management,public
Occidental Petroleum Corporation,OXY,https://www.wikipedia.org/wiki/Occidental_Petroleum,public
Oceaneering International Inc.,OII,https://www.wikipedia.org/wiki/Oceaneering_International,public
Och-Ziff Capital Management Group LLC,OZM,https://www.wikipedia.org/wiki/Och-Ziff_Capital_Management,
Ocwen Financial Corporation,OCN,https://www.wikipedia.org/wiki/Ocwen,
Office Depot Inc.,ODP,https://www.wikipedia.org/wiki/Office_Depot,public
OFG Bancorp,OFG,https://www.wikipedia.org/wiki/Oriental_Financial_Group,public
OGE Energy Corp.,OGE,https://www.wikipedia.org/wiki/Oklahoma_Gas_%26_Electric,public
Oi S.A.,OIBR,https://www.wikipedia.org/wiki/Oi_(telecommunications),
Old Republic International Corporation,ORI,https://www.wikipedia.org/wiki/Old_Republic_International,public
Olin Corporation,OLN,https://www.wikipedia.org/wiki/Olin_Corporation,public
"OM Group, Inc.",OMG,https://www.wikipedia.org/wiki/OM_Group,
Omega Protein Corporation,OME,https://www.wikipedia.org/wiki/Omega_Protein,public
Omnicare Inc.,OCR,https://www.wikipedia.org/wiki/Omnicare,
Omnicom Group Inc.,OMC,https://www.wikipedia.org/wiki/Omnicom_Group,public
OMNOVA Solutions Inc.,OMN,https://www.wikipedia.org/wiki/OMNOVA_Solutions,
"ONE Gas, Inc.",OGS,https://www.wikipedia.org/wiki/ONE_Gas,public
"OneBeacon Insurance Group, LTD",OB,https://www.wikipedia.org/w/index.php?title=OneBeacon&action=edit&redlink=1,
"ONEOK, Inc.",OKE,https://www.wikipedia.org/wiki/ONEOK,public
"OPKO Health, Inc.",OPK,https://www.wikipedia.org/wiki/OPKO_Health,public
Oppenheimer Holdings Inc.,OPY,https://www.wikipedia.org/wiki/Oppenheimer_Holdings,public
Oracle Corporation,ORCL,https://www.wikipedia.org/wiki/Oracle_Corporation,public
Orange S.A.,ORAN,https://www.wikipedia.org/wiki/Orange_S.A.,public
Orbital Sciences Corporation,ORB,https://www.wikipedia.org/wiki/Orbital_Sciences_Corporation,public
Orient Express Hotels Ltd.,BEL,https://www.wikipedia.org/wiki/Belmond_Ltd.,
Orix Corporation,IX,https://www.wikipedia.org/wiki/Orix,public
"Ormat Technologies, Inc.",ORA,https://www.wikipedia.org/wiki/Ormat_Industries,public
Oshkosh Corporation,OSK,https://www.wikipedia.org/wiki/Oshkosh_Corporation,public
Owens & Minor Inc.,OMI,https://www.wikipedia.org/wiki/Owens_%26_Minor,public
Owens Corning,OC,https://www.wikipedia.org/wiki/Owens_Corning,public
Owens Illinois Inc.,OI,https://www.wikipedia.org/wiki/Owens-Illinois,public
Oxford Industries Inc.,OXM,https://www.wikipedia.org/wiki/Oxford_Industries,public
Pall Corporation,PLL,https://www.wikipedia.org/wiki/Pall_Corporation,
"Palo Alto Networks, Inc.",PANW,https://www.wikipedia.org/wiki/Palo_Alto_Networks,public
Pampa Energía S.A.,PAM,https://www.wikipedia.org/wiki/Pampa_Energ%C3%ADa,
"Pandora Media, Inc.",P,https://www.wikipedia.org/wiki/Pandora_Radio,
PAR Technology Corporation,PAR,https://www.wikipedia.org/w/index.php?title=PAR_Technology_Corporation&action=edit&redlink=1,
Park Electrochemical Corporation,PKE,https://www.wikipedia.org/wiki/Park_Electrochemical_Corp,public
Parker Hannifin Corporation,PH,https://www.wikipedia.org/wiki/Parker_Hannifin,public
"Paycom Software, Inc.",PAYC,https://www.wikipedia.org/wiki/Paycom,public
PBF Energy Inc.,PBF,https://www.wikipedia.org/wiki/PBF_Energy,public
Peabody Energy Corporation,BTU,https://www.wikipedia.org/wiki/Peabody_Energy,public
Pearson plc,PSO,https://www.wikipedia.org/wiki/Pearson_PLC,
Pembina Pipeline Corporation,PBA,https://www.wikipedia.org/wiki/Pembina_Pipeline,public
Pengrowth Energy Corporation,PGH,https://www.wikipedia.org/wiki/Pengrowth_Energy,public
Penn Virginia Corporation,PVA,https://www.wikipedia.org/wiki/Penn_Virginia,
Penn West Petroleum Ltd.,PWE,https://www.wikipedia.org/wiki/Penn_West_Exploration,public
Pennsylvania Real Estate Investment Trust,PEI,https://www.wikipedia.org/wiki/Pennsylvania_Real_Estate_Investment_Trust,
"PennyMac Financial Services, Inc.",PFSI,https://www.wikipedia.org/wiki/PennyMac_Loan_Services,public
"Penske Automotive Group, Inc.",PAG,https://www.wikipedia.org/wiki/Penske_Automotive_Group,public
"Pentair, Ltd.",PNR,https://www.wikipedia.org/wiki/Pentair,public
Pep Boys Manny Moe & Jack,PBY,https://www.wikipedia.org/wiki/Pep_Boys,
"Pepco Holdings, Inc.",POM,https://www.wikipedia.org/wiki/Pepco_Holdings,
PepsiCo Inc.,PEP,https://www.wikipedia.org/wiki/PepsiCo,public
"PerkinElmer, Inc.",PKI,https://www.wikipedia.org/wiki/PerkinElmer,
Permian Basin Royalty Trust,PBT,https://www.wikipedia.org/wiki/Permian_Basin_Royalty_Trust,public
Perrigo Company PLC,PRGO,https://www.wikipedia.org/wiki/Perrigo,
Petrobras - Petroleo Brasileiro S.A.,PBR,https://www.wikipedia.org/wiki/Petrobras,public
Petrobras Argentina S.A.,PZE,https://www.wikipedia.org/wiki/Petrobras_Argentina,
PetroChina Company Limited,PTR,https://www.wikipedia.org/wiki/PetroChina,
Petroleum & Resources Corporation,PEO,https://www.wikipedia.org/wiki/Petroleum_%26_Resources_Corporation,public
Pfizer Inc.,PFE,https://www.wikipedia.org/wiki/Pfizer,public
PG&E Corporation,PCG,https://www.wikipedia.org/wiki/Pacific_Gas_and_Electric_Company,public
PharMerica Corporation,PMC,https://www.wikipedia.org/wiki/PharMerica,
PHH Corporation,PHH,https://www.wikipedia.org/wiki/PHH_Corporation,
Philip Morris International Inc.,PM,https://www.wikipedia.org/wiki/Philip_Morris_International,public
Philippine Long Distance Telephone Co.,PHI,https://www.wikipedia.org/wiki/Philippine_Long_Distance_Telephone_Company,public
Phillips 66,PSX,https://www.wikipedia.org/wiki/Phillips_66,public
"The Phoenix Companies, Inc.",PNX,https://www.wikipedia.org/wiki/The_Phoenix_Companies,
Piedmont Natural Gas Co Inc.,PNY,https://www.wikipedia.org/wiki/Piedmont_Natural_Gas,
Pier 1 Imports Inc.,PIR,https://www.wikipedia.org/wiki/Pier_1_Imports,public
"Pinnacle Entertainment, Inc.",PNK,https://www.wikipedia.org/wiki/Pinnacle_Entertainment,public
"Pinnacle Foods, Inc.",PF,https://www.wikipedia.org/wiki/Pinnacle_Foods,
Pinnacle West Capital Corporation,PNW,https://www.wikipedia.org/wiki/Arizona_Public_Service,public
Pioneer Natural Resources Company,PXD,https://www.wikipedia.org/wiki/Pioneer_Natural_Resources,public
Piper Sandler Companies,PIPR,https://www.wikipedia.org/wiki/Piper_Sandler,public
Pitney Bowes Inc.,PBI,https://www.wikipedia.org/wiki/Pitney_Bowes,public
"Plains All American Pipeline, L.P.",PAA,https://www.wikipedia.org/wiki/Plains_All_American_Pipeline,public
Plantronics Inc.,PLT,https://www.wikipedia.org/wiki/Plantronics,
Platform Specialty Products Corporation,PAH,https://www.wikipedia.org/wiki/Platform_Specialty_Products_Corporation,public
"Plum Creek Timber Company, Inc.",PCL,https://www.wikipedia.org/wiki/Plum_Creek_Timber,public
"The PNC Financial Services Group, Inc.",PNC,https://www.wikipedia.org/wiki/PNC_Financial_Services,public
"PNM Resources, Inc.",PNM,https://www.wikipedia.org/wiki/PNM_Resources,public
Polaris Industries Inc.,PII,https://www.wikipedia.org/wiki/Polaris_Industries,public
PolyOne Corporation,POL,https://www.wikipedia.org/wiki/PolyOne_Corporation,public
Portland General Electric Company,POR,https://www.wikipedia.org/wiki/Portland_General_Electric,public
Portugal Telecom SGPS SA,PT,https://www.wikipedia.org/wiki/Portugal_Telecom,
POSCO,PKX,https://www.wikipedia.org/wiki/POSCO,public
"Post Holdings, Inc.",POST,https://www.wikipedia.org/wiki/Post_Foods,
Post Properties Inc.,PPS,https://www.wikipedia.org/wiki/Post_Properties,
Potash Corporation of Saskatchewan Inc.,POT,https://www.wikipedia.org/wiki/Potash_Corporation_of_Saskatchewan,
"PPG Industries, Inc.",PPG,https://www.wikipedia.org/wiki/PPG_Industries,public
PPL Corporation,PPL,https://www.wikipedia.org/wiki/PPL_Corporation,public
"Praxair, Inc.",PX,https://www.wikipedia.org/wiki/Praxair,
Precision Drilling Trust,PDS,https://www.wikipedia.org/wiki/Precision_Drilling,
"Prestige Brands Holdings, Inc.",PBH,https://www.wikipedia.org/wiki/Prestige_Brands,public
"Primerica, Inc.",PRI,https://www.wikipedia.org/wiki/Primerica,public
"Principal Financial Group, Inc.",PFG,https://www.wikipedia.org/wiki/Principal_Financial_Group,public
ProAssurance Corporation,PRA,https://www.wikipedia.org/wiki/ProAssurance,public
Procter & Gamble Co.,PG,https://www.wikipedia.org/wiki/Procter_%26_Gamble,public
Progressive Corporation,PGR,https://www.wikipedia.org/wiki/Progressive_Corporation,public
Progressive Waste Solutions Ltd.,BIN,https://www.wikipedia.org/wiki/Progressive_Waste_Solutions,
"Prologis, Inc.",PLD,https://www.wikipedia.org/wiki/Prologis,public
